,,,,,,,,,latlong,Career Impact,Poverty Impact
42.0051717,-87.6571882,park,Google,,,, Cook County," Illinois""",42.0051717-87.6571882,0.081167448,0.14955262
42.005018,-87.65723,park,Google,,,, Cook County," Illinois""",42.005018-87.65723,0.081167448,0.14955262
42.005986,-87.657599,park,Google,,,, Cook County," Illinois""",42.005986-87.657599,0.081167448,0.14955262
42.008624,-87.66234,school,Google,,,, Cook County," Illinois""",42.008624-87.66234,0.087002096,0.217767296
42.006474,-87.661261,school,Google,,,, Cook County," Illinois""",42.006474-87.661261,0.04787234,0.430851064
42.004657,-87.661196,cafe,Google,,,, Cook County," Illinois""",42.004657-87.661196,0.04787234,0.430851064
42.005025,-87.660717,school,Google,,,, Cook County," Illinois""",42.005025-87.660717,0.081167448,0.14955262
42.003974,-87.657306,park,Google,,,, Cook County," Illinois""",42.003974-87.657306,0.081167448,0.14955262
42.002314,-87.657591,park,Google,,,, Cook County," Illinois""",42.002314-87.657591,0.081167448,0.14955262
42.004198,-87.660335,school,Google,,,, Cook County," Illinois""",42.004198-87.660335,0.081167448,0.14955262
42.000665,-87.656835,library,Google,,,, Cook County," Illinois""",42.000665-87.656835,0.081167448,0.14955262
42.004256,-87.663196,park,Google,,,, Cook County," Illinois""",42.004256-87.663196,0.04787234,0.430851064
42.001962,-87.660569,university,Google,,,, Cook County," Illinois""",42.001962-87.660569,0.081167448,0.14955262
42.00055,-87.660694,university,Google,,,, Cook County," Illinois""",42.00055-87.660694,0.081167448,0.14955262
42.000613,-87.660825,university,Google,,,, Cook County," Illinois""",42.000613-87.660825,0.12344086,0.363010753
42.001293,-87.663696,school,Google,,,, Cook County," Illinois""",42.001293-87.663696,0.12344086,0.363010753
42.001293,-87.663696,school,Google,,,, Cook County," Illinois""",42.001293-87.663696,0.12344086,0.363010753
42.001698,-87.663112,school,Google,,,, Cook County," Illinois""",42.001698-87.663112,0.12344086,0.363010753
42.001378,-87.664172,school,Google,,,, Cook County," Illinois""",42.001378-87.664172,0.12344086,0.363010753
42.001143,-87.663946,school,Google,,,, Cook County," Illinois""",42.001143-87.663946,0.12344086,0.363010753
42.008745,-87.666184,cafe,Google,,,, Cook County," Illinois""",42.008745-87.666184,0.150158365,0.225453498
42.007785,-87.667853,cafe,Google,,,, Cook County," Illinois""",42.007785-87.667853,0.150158365,0.225453498
42.007014,-87.666293,park,Google,,,, Cook County," Illinois""",42.007014-87.666293,0.150158365,0.225453498
42.007776,-87.668868,school,Google,,,, Cook County," Illinois""",42.007776-87.668868,0.150158365,0.225453498
42.007472,-87.670908,cafe,Google,,,, Cook County," Illinois""",42.007472-87.670908,0.122282609,0.334057971
42.007709,-87.672453,school,Google,,,, Cook County," Illinois""",42.007709-87.672453,0.122282609,0.334057971
42.007004,-87.673177,library,Google,,,, Cook County," Illinois""",42.007004-87.673177,0.122282609,0.334057971
42.002809,-87.668946,school,Google,,,, Cook County," Illinois""",42.002809-87.668946,0.092610645,0.287385455
42.00229,-87.669147,hospital,Google,,,, Cook County," Illinois""",42.00229-87.669147,0.092610645,0.287385455
42.003313,-87.667007,school,Google,,,, Cook County," Illinois""",42.003313-87.667007,0.150158365,0.225453498
42.002532,-87.670335,school,Google,,,, Cook County," Illinois""",42.002532-87.670335,0.092610645,0.287385455
42.000834,-87.671424,school,Google,,,, Cook County," Illinois""",42.000834-87.671424,0.092610645,0.287385455
42.017848,-87.674356,cafe,Google,,,, Cook County," Illinois""",42.017848-87.674356,0.142469996,0.263646922
42.016703,-87.674077,school,Google,,,, Cook County," Illinois""",42.016703-87.674077,0.142469996,0.263646922
42.0154848,-87.6775296,park,Google,,,, Cook County," Illinois""",42.0154848-87.6775296,0.12643521,0.330645161
42.015762,-87.677546,park,Google,,,, Cook County," Illinois""",42.015762-87.677546,0.12643521,0.330645161
42.017092,-87.67774,school,Google,,,, Cook County," Illinois""",42.017092-87.67774,0.12643521,0.330645161
42.015309,-87.678947,school,Google,,,, Cook County," Illinois""",42.015309-87.678947,0.12643521,0.330645161
42.012427,-87.674456,school,Google,,,, Cook County," Illinois""",42.012427-87.674456,0.122282609,0.334057971
42.017287,-87.6826,school,Google,,,, Cook County," Illinois""",42.017287-87.6826,0.12643521,0.330645161
42.016945,-87.685931,school,Google,,,, Cook County," Illinois""",42.016945-87.685931,0.121712099,0.305595409
42.016381,-87.684746,school,Google,,,, Cook County," Illinois""",42.016381-87.684746,0.121712099,0.305595409
42.016053,-87.685877,school,Google,,,, Cook County," Illinois""",42.016053-87.685877,0.121712099,0.305595409
42.01642,-87.685336,school,Google,,,, Cook County," Illinois""",42.01642-87.685336,0.121712099,0.305595409
42.014474,-87.68764,school,Google,,,, Cook County," Illinois""",42.014474-87.68764,0.121712099,0.305595409
42.010326,-87.684625,school,Google,,,, Cook County," Illinois""",42.010326-87.684625,0.144977169,0.101369863
42.009714,-87.684563,school,Google,,,, Cook County," Illinois""",42.009714-87.684563,0.144977169,0.101369863
42.012329,-87.686433,hospital,Google,,,, Cook County," Illinois""",42.012329-87.686433,0.121712099,0.305595409
42.012367,-87.689976,cafe,Google,,,, Cook County," Illinois""",42.012367-87.689976,0.121712099,0.305595409
42.0111,-87.69026,school,Google,,,, Cook County," Illinois""",42.0111-87.69026,0.116747895,0.136685866
42.00842,-87.675262,school,Google,,,, Cook County," Illinois""",42.00842-87.675262,0.122282609,0.334057971
42.009176,-87.679792,park,Google,,,, Cook County," Illinois""",42.009176-87.679792,0.144052752,0.067714938
42.008968,-87.679449,park,Google,,,, Cook County," Illinois""",42.008968-87.679449,0.144052752,0.067714938
42.007451,-87.68082,park,Google,,,, Cook County," Illinois""",42.007451-87.68082,0.144052752,0.067714938
42.005132,-87.681269,park,Google,,,, Cook County," Illinois""",42.005132-87.681269,0.176373263,0.210787558
42.001867,-87.674848,park,Google,,,, Cook County," Illinois""",42.001867-87.674848,0.092610645,0.287385455
41.999496,-87.674289,park,Google,,,, Cook County," Illinois""",41.999496-87.674289,0.092610645,0.287385455
42.0023969,-87.6883131,park,Google,,,, Cook County," Illinois""",42.0023969-87.6883131,0.176373263,0.210787558
42.002281,-87.688042,park,Google,,,, Cook County," Illinois""",42.002281-87.688042,0.176373263,0.210787558
42.002002,-87.687928,park,Google,,,, Cook County," Illinois""",42.002002-87.687928,0.176373263,0.210787558
42.001781,-87.689799,park,Google,,,, Cook County," Illinois""",42.001781-87.689799,0.176373263,0.210787558
41.999177,-87.657583,university,Google,,,, Cook County," Illinois""",41.999177-87.657583,0.081167448,0.14955262
41.99812,-87.656839,university,Google,,,, Cook County," Illinois""",41.99812-87.656839,0.099547511,0.205882353
41.999113,-87.660298,library,Google,,,, Cook County," Illinois""",41.999113-87.660298,0.081167448,0.14955262
41.999491,-87.660415,school,Google,,,, Cook County," Illinois""",41.999491-87.660415,0.081167448,0.14955262
41.998244,-87.663031,school,Google,,,, Cook County," Illinois""",41.998244-87.663031,0.12344086,0.363010753
41.997809,-87.662557,school,Google,,,, Cook County," Illinois""",41.997809-87.662557,0.05973025,0.092485549
41.997555,-87.663295,park,Google,,,, Cook County," Illinois""",41.997555-87.663295,0.05973025,0.092485549
41.994462,-87.65958,library,Google,,,, Cook County," Illinois""",41.994462-87.65958,0.177039665,0.190906159
41.992486,-87.659848,school,Google,,,, Cook County," Illinois""",41.992486-87.659848,0.177039665,0.190906159
41.992486,-87.659848,school,Google,,,, Cook County," Illinois""",41.992486-87.659848,0.177039665,0.190906159
41.991055,-87.659681,cafe,Google,,,, Cook County," Illinois""",41.991055-87.659681,0.06848249,0.223346304
41.991043,-87.66074,library,Google,,,, Cook County," Illinois""",41.991043-87.66074,0.05973025,0.092485549
41.990126,-87.663045,school,Google,,,, Cook County," Illinois""",41.990126-87.663045,0.062689739,0.160746812
41.994754,-87.668668,school,Google,,,, Cook County," Illinois""",41.994754-87.668668,0.05973025,0.092485549
41.999199,-87.669947,park,Google,,,, Cook County," Illinois""",41.999199-87.669947,0.092610645,0.287385455
41.999196,-87.671192,local_government_office,Google,,,, Cook County," Illinois""",41.999196-87.671192,0.092610645,0.287385455
41.9990875,-87.6699797,park,Google,,,, Cook County," Illinois""",41.9990875-87.6699797,0.092610645,0.287385455
41.994495,-87.665384,school,Google,,,, Cook County," Illinois""",41.994495-87.665384,0.05973025,0.092485549
41.99091,-87.668089,school,Google,,,, Cook County," Illinois""",41.99091-87.668089,0.05973025,0.092485549
41.990595,-87.668477,park,Google,,,, Cook County," Illinois""",41.990595-87.668477,0.062689739,0.160746812
41.993356,-87.670341,school,Google,,,, Cook County," Illinois""",41.993356-87.670341,0.14056636,0.228932105
41.991059,-87.669788,university,Google,,,, Cook County," Illinois""",41.991059-87.669788,0.05973025,0.092485549
41.990485,-87.669772,school,Google,,,, Cook County," Illinois""",41.990485-87.669772,0.062689739,0.160746812
41.9892,-87.65829,school,Google,,,, Cook County," Illinois""",41.9892-87.65829,0.147365099,0.254654465
41.989624,-87.659998,university,Google,,,, Cook County," Illinois""",41.989624-87.659998,0.147365099,0.254654465
41.985787,-87.660099,hospital,Google,,,, Cook County," Illinois""",41.985787-87.660099,0.099858691,0.281205841
41.989476,-87.662556,school,Google,,,, Cook County," Illinois""",41.989476-87.662556,0.062689739,0.160746812
41.98508,-87.656749,local_government_office,Google,,,, Cook County," Illinois""",41.98508-87.656749,0.099858691,0.281205841
41.98325,-87.656463,hospital,Google,,,, Cook County," Illinois""",41.98325-87.656463,0.101368474,0.159655347
41.982525,-87.660011,local_government_office,Google,,,, Cook County," Illinois""",41.982525-87.660011,0.101368474,0.159655347
41.982761,-87.659869,local_government_office,Google,,,, Cook County," Illinois""",41.982761-87.659869,0.101368474,0.159655347
41.983433,-87.661619,park,Google,,,, Cook County," Illinois""",41.983433-87.661619,0.050952381,0.159047619
41.982415,-87.661179,school,Google,,,, Cook County," Illinois""",41.982415-87.661179,0.050952381,0.159047619
41.982415,-87.661179,school,Google,,,, Cook County," Illinois""",41.982415-87.661179,0.050952381,0.159047619
41.980588,-87.661167,school,Google,,,, Cook County," Illinois""",41.980588-87.661167,0.050952381,0.159047619
41.989018,-87.66606,school,Google,,,, Cook County," Illinois""",41.989018-87.66606,0.062689739,0.160746812
41.989282,-87.666632,school,Google,,,, Cook County," Illinois""",41.989282-87.666632,0.062689739,0.160746812
41.983438,-87.666216,school,Google,,,, Cook County," Illinois""",41.983438-87.666216,0.050952381,0.159047619
41.98281,-87.666445,school,Google,,,, Cook County," Illinois""",41.98281-87.666445,0.050952381,0.159047619
41.983903,-87.66872,school,Google,,,, Cook County," Illinois""",41.983903-87.66872,0.062689739,0.160746812
41.983223,-87.669521,park,Google,,,, Cook County," Illinois""",41.983223-87.669521,0.071668192,0.033546813
41.983336,-87.671774,school,Google,,,, Cook County," Illinois""",41.983336-87.671774,0.071668192,0.033546813
41.983343,-87.671445,school,Google,,,, Cook County," Illinois""",41.983343-87.671445,0.071668192,0.033546813
41.995824,-87.675697,school,Google,,,, Cook County," Illinois""",41.995824-87.675697,0.260600707,0.17159894
41.9945884,-87.6770674,park,Google,,,, Cook County," Illinois""",41.9945884-87.6770674,0.260600707,0.17159894
41.994731,-87.676986,park,Google,,,, Cook County," Illinois""",41.994731-87.676986,0.260600707,0.17159894
41.994441,-87.675779,park,Google,,,, Cook County," Illinois""",41.994441-87.675779,0.260600707,0.17159894
41.99432,-87.681332,school,Google,,,, Cook County," Illinois""",41.99432-87.681332,0.260600707,0.17159894
41.997944,-87.682579,school,Google,,,, Cook County," Illinois""",41.997944-87.682579,0.176373263,0.210787558
41.995032,-87.684224,school,Google,,,, Cook County," Illinois""",41.995032-87.684224,0.129964572,0.28360992
41.995796,-87.683428,school,Google,,,, Cook County," Illinois""",41.995796-87.683428,0.129964572,0.28360992
41.992949,-87.682692,school,Google,,,, Cook County," Illinois""",41.992949-87.682692,0.129964572,0.28360992
41.993971,-87.688851,park,Google,,,, Cook County," Illinois""",41.993971-87.688851,0.129964572,0.28360992
41.980454,-87.67505,school,Google,,,, Cook County," Illinois""",41.980454-87.67505,0.136720668,0.113156603
41.963216,-87.633425,park,Google,,,, Cook County," Illinois""",41.963216-87.633425,0.061541411,0.093558282
41.965238,-87.632975,park,Google,,,, Cook County," Illinois""",41.965238-87.632975,0.061541411,0.093558282
41.972057,-87.650018,park,Google,,,, Cook County," Illinois""",41.972057-87.650018,0.146575891,0.223735149
41.974199,-87.6545,school,Google,,,, Cook County," Illinois""",41.974199-87.6545,0.146575891,0.223735149
41.972352,-87.654781,local_government_office,Google,,,, Cook County," Illinois""",41.972352-87.654781,0.146575891,0.223735149
41.972046,-87.654482,park,Google,,,, Cook County," Illinois""",41.972046-87.654482,0.146575891,0.223735149
41.971351,-87.654266,school,Google,,,, Cook County," Illinois""",41.971351-87.654266,0.146575891,0.223735149
41.971421,-87.6545,school,Google,,,, Cook County," Illinois""",41.971421-87.6545,0.146575891,0.223735149
41.9721536,-87.6545678,park,Google,,,, Cook County," Illinois""",41.9721536-87.6545678,0.146575891,0.223735149
41.964022,-87.643006,park,Google,,,, Cook County," Illinois""",41.964022-87.643006,0.061541411,0.093558282
41.9628963,-87.6485558,park,Google,,,, Cook County," Illinois""",41.9628963-87.6485558,0.061541411,0.093558282
41.969972,-87.64913,park,Google,,,, Cook County," Illinois""",41.969972-87.64913,0.146575891,0.223735149
41.970198,-87.650599,hospital,Google,,,, Cook County," Illinois""",41.970198-87.650599,0.146575891,0.223735149
41.969168,-87.655731,hospital,Google,,,, Cook County," Illinois""",41.969168-87.655731,0.216607176,0.430208529
41.968383,-87.654931,local_government_office,Google,,,, Cook County," Illinois""",41.968383-87.654931,0.136645963,0.325522304
41.965766,-87.652399,school,Google,,,, Cook County," Illinois""",41.965766-87.652399,0.153267088,0.454682325
41.965766,-87.652399,school,Google,,,, Cook County," Illinois""",41.965766-87.652399,0.153267088,0.454682325
41.963043,-87.648455,park,Google,,,, Cook County," Illinois""",41.963043-87.648455,0.061541411,0.093558282
41.961357,-87.649854,school,Google,,,, Cook County," Illinois""",41.961357-87.649854,0.061541411,0.093558282
41.964476,-87.655611,school,Google,,,, Cook County," Illinois""",41.964476-87.655611,0.136645963,0.325522304
41.961677,-87.655891,local_government_office,Google,,,, Cook County," Illinois""",41.961677-87.655891,0.095149254,0.205223881
41.957165,-87.646191,school,Google,,,, Cook County," Illinois""",41.957165-87.646191,0.061541411,0.093558282
41.951829,-87.641337,local_government_office,Google,,,, Cook County," Illinois""",41.951829-87.641337,0.080219613,0.075034314
41.95121,-87.643829,park,Google,,,, Cook County," Illinois""",41.95121-87.643829,0.080219613,0.075034314
41.954766,-87.645731,school,Google,,,, Cook County," Illinois""",41.954766-87.645731,0.061541411,0.093558282
41.954698,-87.647225,school,Google,,,, Cook County," Illinois""",41.954698-87.647225,0.061541411,0.093558282
41.954698,-87.647225,library,Google,,,, Cook County," Illinois""",41.954698-87.647225,0.061541411,0.093558282
41.960032,-87.6495,school,Google,,,, Cook County," Illinois""",41.960032-87.6495,0.061541411,0.093558282
41.958643,-87.650055,school,Google,,,, Cook County," Illinois""",41.958643-87.650055,0.095149254,0.205223881
41.961035,-87.652191,university,Google,,,, Cook County," Illinois""",41.961035-87.652191,0.095149254,0.205223881
41.95786,-87.649696,cafe,Google,,,, Cook County," Illinois""",41.95786-87.649696,0.061541411,0.093558282
41.958643,-87.655889,school,Google,,,, Cook County," Illinois""",41.958643-87.655889,0.095149254,0.205223881
